instrument,timeframe,date_analysis,direction,wave_current,wave_next,wave_degree,pattern,confirmation_level,invalidation_level,fib_target_1,fib_target_2,fib_618,fib_382,fib_786,scenario,has_alternative,current_price_approx,notes,page,source_file,result,exit_price,candles_elapsed,symbol_td,sl_pips,rr_ratio,fib_50,fib_500,profit_target_pips,target_price,invalidation_level_78.60,invalidation_level_61.80,fib_618_full,price_target,target_percentage,fib_ratios,direction_option2,direction_option3,scenario_option2,scenario_option3,option2_key_level,option2_constraint,option3_risk,date_target
GBP/USD,8H,2023-03-16,buy,4,5,primary,impulse,1.20518,1.19549,,,,,,main,True,1.2,"50.00%(1.20518) - 61.80%(1.19549) retrace levels marked, invalidation zone below",5,2023.03.16T07-55-29.pdf,pending,,45.0,C:GBPUSD,96.9,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-16,buy,2,3,intermediate,impulse,1.20018,1.19549,,,,,,main,True,1.27,"Elliott Wave Count with multiple wave degrees, invalidation marked at 1.19549, primary target at 1.20018",6,2023.03.16T07-55-29.pdf,win,1.24357,45.0,C:GBPUSD,46.9,,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-03-15,sell,4,5,intermediate,impulse,,0.67,0.65491,0.63841,,,,main,True,0.667,Market in downward channel. Wave 4 correction. Wave 5 target at 61.80% (0.65491) and 78.60% (0.63841). Alternative scenario prepared if market breaks out of channel.,1,2023.03.15T07-40-09.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,8H,2023-03-15,buy,2,3,,impulse,,0.65473,0.65473,0.6171,,,,alternative,True,0.67,"Invalidation level at 61.80%(0.65473), correction likely over, waiting for channel breakout confirmation",2,2023.03.15T07-40-09.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-15,sell,4,5,primary,impulse,1.22682,1.09066,0.94,,,,,main,True,1.065,Wave 5 projected downward with strong bearish momentum,3,2023.03.15T07-40-09.pdf,loss,1.09574,45.0,C:EURUSD,1361.6,2.11,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-15,sell,4,5,,impulse,,,1.07825,1.07236,1.07825,1.07236,,main,True,1.07,"Elliott Wave Count with impulse pattern, 50.00% and 38.20% Fibonacci levels marked, downward projection indicated",4,2023.03.15T07-40-09.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-15,buy,4,5,primary,impulse,1.20018,1.19549,1.29,,,,,main,True,1.2902,"Wave 5 in progress, 50.00% and 61.80% Fibonacci levels marked, invalidation level at 1.19549",5,2023.03.15T07-40-09.pdf,win,1.2461,45.0,C:GBPUSD,46.9,19.15,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2023-03-15,buy,4,5,intermediate,impulse,1.209,1.19549,1.29,,,,,main,True,1.28,"Wave 5 in progress, 50.00% (1.20018) and 61.80% (1.19549) Fibonacci levels marked",6,2023.03.15T07-40-09.pdf,pending,,45.0,C:GBPUSD,135.1,6.0,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-14,sell,4,5,intermediate,impulse,,0.67,0.65509,0.63851,,,,bearish,True,0.675,"Market in downward channel, bearish plan active, alternative prepared if market breaks channel",1,2023.03.14T10-19-32.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4h,2023-03-14,buy,3,3,,impulse,0.676,0.66473,0.7371,0.6171,,,,alternative,True,0.67,"Alternative scenario - if market breaks bearish scenario, correction likely over and ready to continue uptrend to higher level",2,2023.03.14T10-19-32.pdf,loss,0.66473,8.0,C:AUDUSD,112.7,5.42,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-14,sell,4,5,primary,impulse,1.22682,1.09066,,,,,,main,True,1.065,Wave 5 projected downward after completion of wave 4 triangle pattern,3,2023.03.14T10-19-32.pdf,loss,1.09065,45.0,C:EURUSD,1361.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-14,sell,4,5,intermediate,impulse,,,1.07825,1.07236,,,,main,True,1.068,"Wave 4 correction in progress, targeting 50.00% retracement at 1.07825 and 38.20% at 1.07236 for wave 5 downside",4,2023.03.14T10-19-32.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8H,2023-03-14,buy,4,5,primary,impulse,,1.17,,,,,,main,True,1.205,"Wave 5 projected upward, invalidation level marked at 1.17000",5,2023.03.14T10-19-32.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBPUSD,4H,2023-03-14,buy,2,3,intermediate,impulse,,1.1802,1.20018,1.19549,,,,main,False,1.20676,"1st wave completed strongly, 2nd wave expected to follow, invalidation at 1.18020",6,2023.03.14T10-19-32.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-13,sell,a,c,intermediate,zigzag,0.673,0.675,0.665509,0.643851,,,,main,True,0.6741,Wave (c) projected to 61.80% and 78.60% Fibonacci levels; move stop lower to minimise risk,1,2023.03.13T11-19-44.pdf,loss,0.675,6.0,C:AUDUSD,20.0,3.75,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-13,sell,4,5,primary,impulse,1.22882,1.09066,1.09066,,,,,main,True,1.062,"Wave 5 projecting downward to 0.93500, Elliott Wave impulse pattern in bearish trend",2,2023.03.13T11-19-44.pdf,loss,1.08022,45.0,C:EURUSD,1381.6,1.0,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-13,sell,5,,intermediate,impulse,,,1.07825,1.07236,,,,main,False,1.045,Elliott Wave Count shows completed 5-wave structure with downward projection. Wave (C) completed at 1.10500. Current price near support level with bearish bias.,3,2023.03.13T11-19-44.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-13,sell,3,3,intermediate,impulse,,,,,,,,main,True,1.0419,Elliott Wave Count shows completion of complex correction pattern with final wave 3 down projected to 1.03000,4,2023.03.13T11-19-44.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-13,sell,C,,intermediate,impulse,,,,,,,,main,True,1.133,"Elliott Wave Count showing multiple corrective waves (1)(2)(3) completed, currently in wave C of downtrend",5,2023.03.13T11-19-44.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2023-03-13,buy,4,5,intermediate,impulse,1.37,1.3644,,,,,,main,True,1.39,"Wave 5 in progress, invalidation levels marked at 1.37000 and 1.36440",6,2023.03.13T11-19-44.pdf,loss,1.3644,5.0,C:USDCAD,56.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-10,sell,5,a,intermediate,impulse,,0.67512,0.65809,0.63851,0.61809,0.78609,,main,True,0.67512,Move stop lower to minimize risk. Wave (C) targeting 61.80% (0.65809) and 78.60% (0.63851) Fibonacci levels,1,2023.03.10T09-44-58.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-10,sell,5,C,primary,corrective,,0.675,,,,,,Option 2,True,0.675,"Invalidation level marked at 0.67500, downtrend projection to lower levels",2,2023.03.10T09-44-58.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-10,sell,4,5,primary,impulse,,,1.22682,1.09066,,,,main,True,1.054,"Wave 5 projected downward to 0.94000 level. Elliott Wave Count shows completed 4-wave correction, initiating final impulse wave (5) downside.",3,2023.03.10T09-44-58.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-10,sell,4,5,,impulse,,1.065,,,,,,main,True,1.0605,"Wave (4) correction complete, Wave (5) projected downward to invalidation level",4,2023.03.10T09-44-58.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-10,sell,3,5,primary,impulse,1.22,1.20851,,,,,,main,True,1.03552,"Strong downtrend continuation, wave 3 of larger impulsive structure",5,2023.03.10T09-44-58.pdf,loss,1.20851,6.0,C:GBPUSD,114.9,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-10,sell,2,3,intermediate,impulse,1.21483,1.20813,1.19656,,1.19656,,,main,True,1.20676,"61.80%(1.19656) target, invalidation levels marked, downtrend continuation expected",6,2023.03.10T09-44-58.pdf,loss,1.20813,5.0,C:GBPUSD,67.0,2.73,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-09,sell,4,5,primary,impulse,,0.67787,0.65509,0.63851,0.61802,0.78602,,main,True,0.67387,"Triangle pattern complete, wave 5 projected downward, stop loss at 0.67787 to minimize risk",1,2023.03.09T08-04-03.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,1D,2023-03-09,sell,5,,primary,impulse,,0.67163,,,,,,Option 2,True,0.67163,"Wave (X) completed, invalidation level marked at 0.67163, downtrend projection to 0.61000",2,2023.03.09T08-04-03.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-09,sell,4,5,primary,impulse,1.22692,1.09066,0.924,,,,,main,True,1.052,"Wave 5 projected downward after wave 4 completion, targeting lower levels",3,2023.03.09T08-04-03.pdf,loss,1.08385,45.0,C:EURUSD,1362.6,2.22,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-09,sell,4,5,intermediate,impulse,,1.06946,,,,,,main,True,1.0605,"Wave (4) correction complete, invalidation marked at 1.06946, downtrend projection to wave (5)",4,2023.03.09T08-04-03.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-09,sell,3,3,intermediate,impulse,1.23303,1.20851,,,,,,main,True,1.03512,"Bearish impulse wave (3) in progress, invalidation levels marked at 1.23303 and 1.20851",5,2023.03.09T08-04-03.pdf,loss,1.20851,15.0,C:GBPUSD,245.2,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-09,sell,5,,primary,impulse,1.21453,1.208,,,,,,main,False,1.185,"Wave (2) completed, corrective pattern ABC shown, invalidation levels marked",6,2023.03.09T08-04-03.pdf,loss,1.208,6.0,C:GBPUSD,65.3,,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-03-08,sell,4,5,primary,impulse,,0.67,0.6559,0.63851,0.618,0.68,,main,True,0.674,"Invalidation levels at 0.67300 and 0.67000, downward projection to (C) target",1,2023.03.08T09-12-46.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-08,sell,4,5,intermediate,impulse,0.67757,0.67143,0.65609,0.63631,,,,main,False,0.67676,"61.80% retracement level at 0.65509, 78.60% retracement level at 0.63631, move stop lower to minimise risk",2,2023.03.08T09-12-46.pdf,loss,0.67143,26.0,C:AUDUSD,61.4,3.5,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-03-08,sell,4,5,primary,impulse,,0.695,,,,,,Option 2,False,0.66,"Invalidation level at 0.69500, bearish projection completed",3,2023.03.08T09-12-46.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-08,sell,4,5,primary,impulse,1.22082,1.09066,,,,,,main,False,1.068,Wave 5 projected downward to approximately 0.94000,4,2023.03.08T09-12-46.pdf,loss,1.08064,45.0,C:EURUSD,1301.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-08,sell,4,5,,impulse,,1.069,,,,,,main,True,1.044,"Invalidation level at 1.06900, bearish projection after wave 4 correction",5,2023.03.08T09-12-46.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-08,sell,3,3,,impulse,,1.21452,,,,,,main,True,1.20567,"Invalidation marked at 1.21452, downward projection to 1.04000",6,2023.03.08T09-12-46.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-07,sell,4,5,intermediate,impulse,,0.68797,0.66674,0.65509,0.66674,0.65509,,main,True,0.676,"50.00% retracement at 0.66674, 61.80% target at 0.65509, move stop lower to minimise risk",1,2023.03.07T09-03-07.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-07,sell,4,5,primary,impulse,1.09086,1.22682,,,,,,main,False,1.065,"Wave 5 projected downward after wave 4 completion, bearish continuation expected",2,2023.03.07T09-03-07.pdf,pending,,45.0,C:EURUSD,1359.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-07,sell,4,5,intermediate,impulse,,1.06999,,,,,,main,True,1.065,"Wave (4) correction complete, wave (5) projected downward to 1.04000, invalidation at 1.06999",3,2023.03.07T09-03-07.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-07,sell,C,3,intermediate,impulse,,1.21483,,,,,,main,True,1.20676,"Invalidation level marked at 1.21483, wave 3 projected downward to approximately 1.03833",4,2023.03.07T09-03-07.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-07,sell,C,,intermediate,corrective,,1.21452,,,,,,main,True,1.207,"Invalidation level marked at 1.21452, downtrend continuation projected",5,2023.03.07T09-03-07.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2023-03-07,buy,4,5,intermediate,impulse,1.355,1.34763,,,,,,main,True,1.354,"Wave 5 projected upward, triangle pattern forming in wave 4, invalidation levels marked",6,2023.03.07T09-03-07.pdf,loss,1.34763,25.0,C:USDCAD,73.7,,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-03-06,sell,4,5,intermediate,impulse,,0.6981,0.66674,0.65509,0.66674,0.65509,,main,True,0.67676,Move the stop lower to minimise the risk. Triangle pattern completion expected with downside target at 61.80% (0.65509),1,2023.03.06T09-45-31.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-06,sell,4,5,intermediate,impulse,0.69,0.696,0.66674,0.65509,,,,main,True,0.676,"50.00% retracement at 0.66674, 61.80% retracement at 0.65509, triangle pattern completing, move stop lower to minimize risk",2,2023.03.06T09-45-31.pdf,win,0.66546,45.0,C:AUDUSD,60.0,3.88,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-06,sell,4,5,primary,impulse,1.22882,1.09086,,,,,,main,True,1.062,"Wave 5 projected downward, 50% retracement level at 1.09086",3,2023.03.06T09-45-31.pdf,loss,1.0781,45.0,C:EURUSD,1379.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-06,sell,4,5,intermediate,impulse,1.069,1.0804,1.04,,,,,main,True,1.065,"Wave 4 correction complete, wave 5 down projected to 1.04000",4,2023.03.06T09-45-31.pdf,loss,1.0804,17.0,C:EURUSD,114.0,2.54,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-06,sell,2,3,primary,impulse,,1.23463,,,,,,main,True,1.212,"Invalidation level marked at 1.23463, bearish Elliott Wave count in progress",5,2023.03.06T09-45-31.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-06,sell,c,,intermediate,complex_correction,,1.21452,,,,,,invalidation,True,1.15,Wave pattern invalidated as indicated on chart; downtrend continuation expected,6,2023.03.06T09-45-31.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-03,sell,4,5,primary,impulse,0.69211,0.68565,0.66669,0.65505,,,,main,True,0.674,"50.00% retracement at 0.66669, 61.80% at 0.65505, triangle pattern with downside projection",1,2023.03.03T09-40-19.pdf,win,0.6681,45.0,C:AUDUSD,64.6,3.93,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-03,sell,4,5,primary,impulse,1.22882,1.09066,,,,,,main,False,1.062,"Wave 5 projection downward, Elliott Wave Count labeled (1) through (5)",2,2023.03.03T09-40-19.pdf,loss,1.08687,45.0,C:EURUSD,1381.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-03,sell,4,5,intermediate,impulse,1.074,1.076,1.06,1.04,,,,main,True,1.065,"Wave 4 correction complete, Wave 5 projected downward with invalidation levels marked",3,2023.03.03T09-40-19.pdf,win,1.06,13.0,C:EURUSD,20.0,7.0,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-03,sell,3,3,intermediate,impulse,1.22,1.226,,,,,,main,True,1.03652,"Downtrend continuation, wave 3 in progress toward lower targets",4,2023.03.03T09-40-19.pdf,loss,1.226,17.0,C:GBPUSD,60.0,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-03,sell,5,,intermediate,impulse,,1.21451,,,,,,main,True,1.198,"Wave 5 in progress, invalidation level marked at 1.21451, bearish projection ongoing",5,2023.03.03T09-40-19.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2023-03-03,buy,4,5,primary,impulse,1.34578,1.33732,,,,,,main,True,1.368,"Wave 5 projected upward, invalidation levels marked at 1.34578 and 1.33732",6,2023.03.03T09-40-19.pdf,loss,1.33732,40.0,C:USDCAD,84.6,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-02,sell,4,5,intermediate,impulse,,0.69589,0.65499,,0.66661,,,main,True,0.673,"Wave 5 projected downward, 50.00% retracement at 0.66661, 61.80% at 0.65499",1,2023.03.02T07-03-08.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-02,sell,4,5,primary,impulse,,,1.22682,1.09066,,,,main,False,1.055,"Wave 5 projected downward to 0.94000 level, completing Elliott Wave sequence from November 2021",2,2023.03.02T07-03-08.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-02,sell,4,5,intermediate,impulse,1.08048,1.0699,,,,,,main,True,1.065,"Wave (4) correction complete, wave (5) downward projection to 1.04000 level",3,2023.03.02T07-03-08.pdf,loss,1.0699,22.0,C:EURUSD,105.8,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-02,sell,c,3,primary,impulse,,1.21,,,,,,main,True,1.21452,"Invalidation marked at 1.21000, Wave (3) downward impulsive movement projected",4,2023.03.02T07-03-08.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-02,sell,5,,intermediate,impulse,,1.21403,,,,,,main,True,1.21403,"Wave 5 in progress, downtrend continuation, invalidation marked at 1.21403",5,2023.03.02T07-03-08.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2023-03-02,buy,4,5,primary,impulse,1.33679,1.32732,,,,,,main,True,1.366,"Elliott Wave count shows completion of wave 4, wave 5 in progress toward 1.41000",6,2023.03.02T07-03-08.pdf,loss,1.32732,42.0,C:USDCAD,94.7,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-03-01,sell,3,C,intermediate,triangle,0.69215,0.68649,0.66661,0.65499,,,,main,True,0.6745,"Move stop lower to minimise risk, 50% fib retracement at 0.66661, 61.8% at 0.65499",1,2023.03.01T08-54-55.pdf,win,0.6678,45.0,C:AUDUSD,56.6,4.51,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-03-01,sell,5,,,impulse,,1.22882,0.94,,,,,main,True,1.055,Wave 5 declining towards 0.94000 target. Previous support at 1.09066 (50.00% retracement). Complex corrective pattern (A)-(B)-(C) within wave 4.,2,2023.03.01T08-54-55.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-03-01,sell,5,,,impulse,,1.0854,1.0699,1.04,,,,main,True,1.06,Stop loss recommended lower to minimize trend reversal risk. Two invalidation levels marked at 1.08540 and 1.06990,3,2023.03.01T08-54-55.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-01,sell,3,3,intermediate,impulse,,1.232,,,,,,main,False,1.23152,Move the SL lower to reduce the risk; Invalidation levels marked at 1.23200,4,2023.03.01T08-54-55.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-03-01,sell,5,,,impulse,,1.225,,,,,,main,False,1.205,Move the SL lower to reduce the risk. Invalidation levels marked at 1.22500 and 1.21453,5,2023.03.01T08-54-55.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-03-01,buy,4,5,,impulse,1.22085,1.19291,,,,,,alternative,True,1.21032,"Alternative scenario - if market breaks bearish scenario, switch to strong bullish option. Level to buy at 1.22085. Invalidation at 1.19291",6,2023.03.01T08-54-55.pdf,pending,,45.0,C:GBPUSD,279.4,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-02-28,sell,5,C,primary,impulse,0.69249,0.68588,0.6685,0.65491,,,,main,True,0.68676,"Move stop lower to minimize risk, huge triangle breakout completed, invalidation levels at 0.69249 and 0.68588",1,2023.02.28T10-37-26.pdf,win,0.67165,45.0,C:AUDUSD,66.1,3.63,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-02-28,sell,4,5,primary,impulse,1.22882,1.09066,,,,,,main,True,1.062,"Wave 5 projection targeting 0.94000, downtrend continuation",2,2023.02.28T10-37-26.pdf,loss,1.06804,45.0,C:EURUSD,1381.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-02-28,sell,4,5,,impulse,,1.076,,,,,,main,False,1.058,Moving stop lower to minimize risk of trend reversal. Invalidation levels marked on chart.,3,2023.02.28T10-37-26.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-02-28,sell,4,5,intermediate,impulse,1.2303,1.24695,1.03852,,,,,main,True,1.20852,Move the SL lower to reduce the risk. Invalidation levels marked at 1.24695 and 1.23030,4,2023.02.28T10-37-26.pdf,loss,1.24695,33.0,C:GBPUSD,166.5,11.52,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-02-28,sell,c,,,zigzag,1.225,1.21486,,,,,,main,True,1.217,Move the SL lower to reduce the risk. Invalidation levels marked at 1.22500 and 1.21486,5,2023.02.28T10-37-26.pdf,loss,1.21486,21.0,C:GBPUSD,101.4,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-02-28,buy,4,5,,impulse,1.22,1.19231,,,,,,alternative,True,1.21,Alternative scenario with strong bullish option if bearish scenario breaks. Level to buy at 1.22000. Invalidation at 1.19231.,6,2023.02.28T10-37-26.pdf,pending,,45.0,C:GBPUSD,276.9,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-02-27,sell,2,3,primary,impulse,0.69212,0.70684,0.66664,0.65501,0.5,0.61802,,main,True,0.683,"Elliott Wave Count - Huge triangle pattern (B-D), waves (3)(v) and (5) completed, wave (a) in progress, target C at 0.65501",1,2023.02.27T08-07-24.pdf,win,0.67126,45.0,C:AUDUSD,147.2,1.73,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2023-02-27,sell,5,,primary,impulse,,0.69213,,,,,,Option 2,True,0.605,"Wave 5 in progress, downward projection to 0.60500, invalidation at 0.69213",2,2023.02.27T08-07-24.pdf,no_symbol_or_data,,,AUD/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-02-27,sell,4,5,primary,impulse,,1.22682,1.09066,,,,,main,True,1.056,Wave 5 projected downward targeting 0.94000 level,3,2023.02.27T08-07-24.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-02-27,sell,c,,intermediate,corrective,,1.08,,,,,,main,True,1.055,"Wave (4) complete, invalidation levels marked at 1.10500 and 1.08000, declining trend projected",4,2023.02.27T08-07-24.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-02-27,sell,C,3,intermediate,zigzag,1.23,1.23,,,,,,main,True,1.20532,"Invalidation level at 1.23000, wave 3 projected downward to 1.04000",5,2023.02.27T08-07-24.pdf,loss,1.23,24.0,C:GBPUSD,0.0,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-02-27,sell,5,,intermediate,impulse,1.223,1.2148,,,,,,main,True,1.195,Move the SL lower to reduce the risk. Invalidation levels marked at 1.22300 and 1.21480,6,2023.02.27T08-07-24.pdf,loss,1.2148,22.0,C:GBPUSD,82.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-02-24,sell,5,(c),intermediate,corrective,0.70294,0.69219,0.66663,0.65501,0.68203,,,main,True,0.685,"Elliott Wave triangle pattern, downside invalidation targets 0.66663 and 0.65501",1,2023.02.24T08-22-21.pdf,win,0.6662,45.0,C:AUDUSD,107.5,3.38,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-02-24,sell,4,5,primary,impulse,1.26882,1.09066,,,,,,main,True,1.06,"Wave 5 projection downward, 50% Fibonacci retracement at 1.09066",2,2023.02.24T08-22-21.pdf,win,1.05814,45.0,C:EURUSD,1781.6,,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-02-24,sell,4,5,primary,impulse,,1.082,,,,,,main,True,1.064,"Wave (4) correction in progress, invalidation levels marked at 1.10517 and 1.08200",3,2023.02.24T08-22-21.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2023-02-24,sell,C,3,intermediate,corrective,1.231,1.24,1.04,,,,,main,True,1.222,Wave count shows completed ABC correction with invalidation marked. Bearish projection towards 1.04000,4,2023.02.24T08-22-21.pdf,loss,1.24,34.0,C:GBPUSD,90.0,21.22,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2023-02-24,sell,c,,,Elliott Wave Count,,1.222,,,,,,main,True,1.205,"Invalidation marked at 1.22200, downward wave projection initiated",5,2023.02.24T08-22-21.pdf,no_symbol_or_data,,,GBP/USD,,,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2023-02-24,buy,4,5,primary,impulse,1.33,1.33,,,,,,main,True,1.355,"Wave 5 in progress, targeting higher levels above 1.41000",6,2023.02.24T08-22-21.pdf,win,1.37198,45.0,C:USDCAD,0.0,,,,,,,,,,,,,,,,,,,
AUD/USD,4H,2023-02-21,sell,5,A,intermediate,impulse,0.72694,0.735,0.68657,0.66496,,,,main,True,0.68,"Wave 5 completed, bearish correction (A-B-C) in progress, corrective phase targeting lower levels",1,2023.02.23T10-24-00.pdf,win,0.6653,45.0,C:AUDUSD,80.6,5.01,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2023-02-21,sell,4,5,primary,impulse,1.26882,1.09066,0.94,,,,,main,True,1.055,Wave 5 projected downward after wave 4 completion,2,2023.02.23T10-24-00.pdf,loss,1.0681,45.0,C:EURUSD,1781.6,1.85,,,,,,,,,,,,,,,,,,
EUR/USD,4h,2023-02-23,sell,4,5,intermediate,impulse,,1.105,,,,,,main,True,1.06,"Wave (4) correction completed, invalidation marked at 1.10500",3,2023.02.23T10-24-00.pdf,no_symbol_or_data,,,EUR/USD,,,,,,,,,,,,,,,,,,,,
